employee_id,start_hour_8_pct_long_term,start_hour_9_pct_long_term,start_hour_10_pct_long_term,start_hour_11_pct_long_term,start_hour_8_pct_recent,start_hour_9_pct_recent,start_hour_10_pct_recent,start_hour_11_pct_recent,start_hour_shift_pct
E0001,13.846153846153847,72.3076923076923,13.846153846153847,0.0,50.0,50.0,0.0,0.0,36.15384615384615
E0002,0.0,80.0,20.0,0.0,0.0,100.0,0.0,0.0,20.0
E0003,28.57142857142857,71.42857142857143,0.0,0.0,0.0,100.0,0.0,0.0,28.57142857142857
E0004,10.714285714285714,71.42857142857143,17.857142857142858,0.0,50.0,50.0,0.0,0.0,39.285714285714285
E0005,12.5,25.0,62.5,0.0,0.0,50.0,50.0,0.0,25.0
E0006,0.0,14.634146341463413,73.17073170731707,12.195121951219512,0.0,25.0,50.0,25.0,23.170731707317074
E0007,0.0,18.75,62.5,18.75,0.0,25.0,50.0,25.0,12.5
E0008,0.0,7.894736842105263,81.57894736842105,10.526315789473683,0.0,0.0,100.0,0.0,18.421052631578945
E0009,77.77777777777779,22.22222222222222,0.0,0.0,100.0,0.0,0.0,0.0,22.222222222222218
E0010,73.33333333333333,26.666666666666668,0.0,0.0,80.0,20.0,0.0,0.0,6.66666666666667
E0011,9.090909090909092,75.75757575757575,15.151515151515152,0.0,0.0,83.33333333333334,16.666666666666664,0.0,9.090909090909099
E0012,17.72151898734177,64.55696202531645,17.72151898734177,0.0,33.33333333333333,44.44444444444444,22.22222222222222,0.0,20.11251758087201
E0013,18.91891891891892,67.56756756756756,13.513513513513514,0.0,0.0,83.33333333333334,16.666666666666664,0.0,18.918918918918923
E0014,94.73684210526315,5.263157894736842,0.0,0.0,100.0,0.0,0.0,0.0,5.263157894736846
E0015,10.526315789473683,76.31578947368422,13.157894736842104,0.0,0.0,100.0,0.0,0.0,23.684210526315784
E0017,0.0,11.76470588235294,73.52941176470588,14.705882352941178,0.0,16.666666666666664,50.0,33.33333333333333,23.529411764705877
E0018,15.151515151515152,57.57575757575758,27.27272727272727,0.0,0.0,0.0,100.0,0.0,72.72727272727273
E0019,22.22222222222222,55.55555555555556,22.22222222222222,0.0,33.33333333333333,66.66666666666666,0.0,0.0,22.222222222222214
E0020,90.2439024390244,9.75609756097561,0.0,0.0,75.0,25.0,0.0,0.0,15.243902439024392
E0021,17.94871794871795,66.66666666666666,15.384615384615385,0.0,0.0,66.66666666666666,33.33333333333333,0.0,17.948717948717945
E0023,0.0,20.930232558139537,69.76744186046511,9.30232558139535,0.0,33.33333333333333,66.66666666666666,0.0,12.4031007751938
E0024,0.0,15.492957746478872,71.83098591549296,12.676056338028168,0.0,0.0,100.0,0.0,28.16901408450704
E0025,12.195121951219512,65.85365853658537,21.951219512195124,0.0,0.0,100.0,0.0,0.0,34.14634146341463
E0026,0.0,13.636363636363635,63.63636363636363,22.727272727272727,0.0,25.0,75.0,0.0,22.72727272727273
E0027,0.0,16.666666666666664,66.66666666666666,16.666666666666664,0.0,50.0,50.0,0.0,33.33333333333333
E0029,0.0,16.216216216216218,72.97297297297297,10.81081081081081,0.0,0.0,66.66666666666666,33.33333333333333,22.52252252252252
E0030,11.428571428571429,77.14285714285715,11.428571428571429,0.0,0.0,100.0,0.0,0.0,22.857142857142854
E0031,18.181818181818183,66.66666666666666,15.151515151515152,0.0,33.33333333333333,66.66666666666666,0.0,0.0,15.151515151515149
E0032,83.6734693877551,16.3265306122449,0.0,0.0,100.0,0.0,0.0,0.0,16.326530612244895
E0033,87.5,12.5,0.0,0.0,100.0,0.0,0.0,0.0,12.5
E0034,0.0,17.391304347826086,69.56521739130434,13.043478260869565,0.0,25.0,50.0,25.0,19.565217391304348
E0035,15.625,71.875,12.5,0.0,0.0,100.0,0.0,0.0,28.125
E0036,9.67741935483871,70.96774193548387,19.35483870967742,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,37.634408602150536
E0037,0.0,14.516129032258066,77.41935483870968,8.064516129032258,0.0,33.33333333333333,0.0,66.66666666666666,77.41935483870967
E0038,0.0,13.88888888888889,63.888888888888886,22.22222222222222,0.0,0.0,100.0,0.0,36.111111111111114
E0039,0.0,19.402985074626866,59.70149253731343,20.8955223880597,0.0,20.0,40.0,40.0,19.70149253731343
E0040,13.725490196078432,68.62745098039215,17.647058823529413,0.0,0.0,66.66666666666666,33.33333333333333,0.0,15.686274509803923
E0041,91.66666666666666,8.333333333333332,0.0,0.0,100.0,0.0,0.0,0.0,8.333333333333337
E0042,11.11111111111111,55.55555555555556,33.33333333333333,0.0,0.0,66.66666666666666,33.33333333333333,0.0,11.111111111111105
E0044,85.1063829787234,14.893617021276595,0.0,0.0,57.14285714285714,42.857142857142854,0.0,0.0,27.96352583586626
E0045,22.22222222222222,48.148148148148145,29.629629629629626,0.0,25.0,25.0,50.0,0.0,23.14814814814815
E0046,0.0,17.441860465116278,72.09302325581395,10.465116279069768,0.0,16.666666666666664,50.0,33.33333333333333,22.86821705426356
E0047,23.28767123287671,68.4931506849315,8.21917808219178,0.0,40.0,60.0,0.0,0.0,16.71232876712329
E0048,26.47058823529412,67.64705882352942,5.88235294117647,0.0,100.0,0.0,0.0,0.0,73.52941176470588
E0049,14.285714285714285,69.04761904761905,16.666666666666664,0.0,0.0,100.0,0.0,0.0,30.95238095238095
E0050,11.76470588235294,64.70588235294117,23.52941176470588,0.0,0.0,75.0,25.0,0.0,11.764705882352944
E0051,80.64516129032258,19.35483870967742,0.0,0.0,60.0,40.0,0.0,0.0,20.645161290322577
E0052,0.0,7.352941176470589,77.94117647058823,14.705882352941178,0.0,20.0,80.0,0.0,14.705882352941178
E0053,11.76470588235294,70.58823529411765,17.647058823529413,0.0,0.0,100.0,0.0,0.0,29.41176470588235
E0054,0.0,12.121212121212121,63.63636363636363,24.242424242424242,0.0,0.0,75.0,25.0,12.121212121212123
E0055,82.35294117647058,17.647058823529413,0.0,0.0,80.0,20.0,0.0,0.0,2.3529411764705834
E0056,0.0,15.789473684210526,60.526315789473685,23.684210526315788,0.0,100.0,0.0,0.0,84.21052631578948
E0058,16.666666666666664,70.0,13.333333333333334,0.0,0.0,100.0,0.0,0.0,30.0
E0059,12.5,75.0,12.5,0.0,0.0,100.0,0.0,0.0,25.0
E0060,0.0,17.94871794871795,69.23076923076923,12.82051282051282,0.0,20.0,80.0,0.0,12.820512820512821
E0061,24.324324324324326,67.56756756756756,8.108108108108109,0.0,50.0,50.0,0.0,0.0,25.675675675675677
E0062,22.5,60.0,17.5,0.0,0.0,66.66666666666666,33.33333333333333,0.0,22.499999999999993
E0063,0.0,19.444444444444446,61.111111111111114,19.444444444444446,0.0,0.0,66.66666666666666,33.33333333333333,19.444444444444436
