employee_id,capacity_2_pct_long_term,capacity_4_pct_long_term,capacity_6_pct_long_term,capacity_8_pct_long_term,capacity_10_pct_long_term,capacity_12_pct_long_term,capacity_16_pct_long_term,capacity_2_pct_recent,capacity_4_pct_recent,capacity_6_pct_recent,capacity_8_pct_recent,capacity_10_pct_recent,capacity_12_pct_recent,capacity_16_pct_recent,capacity_shift_pct
E0001,21.53846153846154,49.23076923076923,21.53846153846154,3.076923076923077,3.076923076923077,1.5384615384615385,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,7.692307692307689
E0002,20.0,60.0,10.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.0
E0003,0.0,57.14285714285714,42.857142857142854,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,42.85714285714286
E0004,0.0,14.285714285714285,50.0,25.0,0.0,7.142857142857142,3.571428571428571,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49.99999999999999
E0005,12.5,0.0,0.0,12.5,62.5,12.5,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,37.5
E0006,2.4390243902439024,36.58536585365854,29.268292682926827,17.073170731707318,4.878048780487805,4.878048780487805,4.878048780487805,0.0,50.0,25.0,0.0,0.0,0.0,25.0,33.536585365853654
E0007,3.125,0.0,0.0,15.625,53.125,21.875,6.25,0.0,0.0,0.0,0.0,75.0,25.0,0.0,25.0
E0008,2.631578947368421,5.263157894736842,15.789473684210526,57.89473684210527,15.789473684210526,0.0,2.631578947368421,0.0,100.0,0.0,0.0,0.0,0.0,0.0,94.73684210526315
E0009,11.11111111111111,44.44444444444444,33.33333333333333,0.0,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.66666666666667
E0010,0.0,3.3333333333333335,0.0,33.33333333333333,40.0,20.0,3.3333333333333335,0.0,0.0,0.0,60.0,40.0,0.0,0.0,26.666666666666668
E0011,18.181818181818183,42.42424242424242,21.21212121212121,9.090909090909092,0.0,3.0303030303030303,6.0606060606060606,0.0,66.66666666666666,16.666666666666664,16.666666666666664,0.0,0.0,0.0,31.818181818181817
E0012,20.253164556962027,49.36708860759494,21.518987341772153,2.5316455696202533,1.2658227848101267,2.5316455696202533,2.5316455696202533,22.22222222222222,33.33333333333333,22.22222222222222,11.11111111111111,0.0,0.0,11.11111111111111,19.831223628691983
E0013,5.405405405405405,16.216216216216218,48.64864864864865,21.62162162162162,0.0,5.405405405405405,2.7027027027027026,0.0,16.666666666666664,66.66666666666666,16.666666666666664,0.0,0.0,0.0,18.46846846846846
E0014,15.789473684210526,52.63157894736842,21.052631578947366,2.631578947368421,0.0,5.263157894736842,2.631578947368421,0.0,50.0,25.0,25.0,0.0,0.0,0.0,26.31578947368421
E0015,52.63157894736842,26.31578947368421,7.894736842105263,2.631578947368421,2.631578947368421,2.631578947368421,5.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,100.0,94.73684210526316
E0017,2.941176470588235,20.588235294117645,55.88235294117647,8.823529411764707,2.941176470588235,5.88235294117647,2.941176470588235,0.0,16.666666666666664,66.66666666666666,0.0,16.666666666666664,0.0,0.0,24.509803921568622
E0018,3.0303030303030303,33.33333333333333,39.39393939393939,18.181818181818183,0.0,3.0303030303030303,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,100.0,0.0,96.96969696969697
E0019,4.761904761904762,3.1746031746031744,0.0,4.761904761904762,12.698412698412698,1.5873015873015872,73.01587301587301,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,60.31746031746031
E0020,0.0,2.4390243902439024,21.951219512195124,48.78048780487805,19.51219512195122,0.0,7.317073170731707,0.0,0.0,50.0,50.0,0.0,0.0,0.0,29.268292682926827
E0021,5.128205128205128,0.0,0.0,10.256410256410255,15.384615384615385,64.1025641025641,5.128205128205128,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,51.28205128205128
E0023,4.651162790697675,2.3255813953488373,9.30232558139535,62.7906976744186,20.930232558139537,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,16.279069767441854
E0024,4.225352112676056,5.633802816901409,0.0,4.225352112676056,23.943661971830984,59.154929577464785,2.8169014084507045,25.0,0.0,0.0,0.0,0.0,75.0,0.0,36.61971830985916
E0025,0.0,2.4390243902439024,14.634146341463413,48.78048780487805,24.390243902439025,9.75609756097561,0.0,0.0,0.0,0.0,40.0,20.0,40.0,0.0,30.24390243902439
E0026,0.0,2.272727272727273,22.727272727272727,43.18181818181818,27.27272727272727,0.0,4.545454545454546,0.0,0.0,0.0,50.0,50.0,0.0,0.0,29.545454545454547
E0027,20.0,53.333333333333336,10.0,6.666666666666667,6.666666666666667,3.3333333333333335,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,90.0
E0029,8.108108108108109,21.62162162162162,45.94594594594595,21.62162162162162,0.0,0.0,2.7027027027027026,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,45.04504504504504
E0030,11.428571428571429,54.285714285714285,20.0,2.857142857142857,0.0,5.714285714285714,5.714285714285714,25.0,50.0,25.0,0.0,0.0,0.0,0.0,18.57142857142857
E0031,3.0303030303030303,0.0,3.0303030303030303,0.0,15.151515151515152,78.78787878787878,0.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,18.18181818181818
E0032,10.204081632653061,59.183673469387756,26.53061224489796,0.0,2.0408163265306123,2.0408163265306123,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,29.931972789115644
E0033,0.0,0.0,6.25,0.0,6.25,12.5,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,93.75
E0034,6.521739130434782,2.1739130434782608,0.0,6.521739130434782,6.521739130434782,4.3478260869565215,73.91304347826086,0.0,25.0,0.0,25.0,0.0,0.0,50.0,41.30434782608695
E0035,12.5,46.875,18.75,6.25,3.125,9.375,3.125,0.0,100.0,0.0,0.0,0.0,0.0,0.0,53.125
E0036,9.67741935483871,61.29032258064516,29.03225806451613,0.0,0.0,0.0,0.0,0.0,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,9.677419354838701
E0037,8.064516129032258,3.225806451612903,3.225806451612903,1.6129032258064515,25.806451612903224,56.451612903225815,1.6129032258064515,0.0,0.0,0.0,0.0,100.0,0.0,0.0,74.19354838709678
E0038,0.0,0.0,2.7777777777777777,2.7777777777777777,2.7777777777777777,0.0,91.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.333333333333337
E0039,1.4925373134328357,25.37313432835821,56.71641791044776,13.432835820895523,2.9850746268656714,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,17.91044776119403
E0040,17.647058823529413,50.98039215686274,23.52941176470588,0.0,1.9607843137254901,3.9215686274509802,1.9607843137254901,0.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,33.33333333333333,41.17647058823529
E0041,0.0,19.444444444444446,52.77777777777778,25.0,0.0,2.7777777777777777,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,27.777777777777768
E0042,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0
E0044,0.0,2.127659574468085,25.53191489361702,48.93617021276596,12.76595744680851,6.382978723404255,4.25531914893617,0.0,0.0,28.57142857142857,71.42857142857143,0.0,0.0,0.0,25.53191489361702
E0045,37.03703703703704,33.33333333333333,7.4074074074074066,0.0,3.7037037037037033,7.4074074074074066,11.11111111111111,25.0,0.0,25.0,0.0,0.0,25.0,25.0,49.074074074074076
E0046,55.81395348837209,19.767441860465116,3.488372093023256,3.488372093023256,8.13953488372093,8.13953488372093,1.1627906976744187,83.33333333333334,0.0,0.0,0.0,0.0,16.666666666666664,0.0,36.04651162790698
E0047,8.21917808219178,52.054794520547944,24.65753424657534,4.10958904109589,5.47945205479452,4.10958904109589,1.36986301369863,20.0,20.0,0.0,20.0,20.0,0.0,20.0,60.821917808219176
E0048,29.411764705882355,35.294117647058826,29.411764705882355,2.941176470588235,0.0,2.941176470588235,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823529411765
E0049,26.190476190476193,38.095238095238095,21.428571428571427,7.142857142857142,0.0,4.761904761904762,2.380952380952381,50.0,50.0,0.0,0.0,0.0,0.0,0.0,35.71428571428571
E0050,2.941176470588235,17.647058823529413,50.0,17.647058823529413,0.0,8.823529411764707,2.941176470588235,0.0,25.0,75.0,0.0,0.0,0.0,0.0,32.35294117647059
E0051,19.35483870967742,48.38709677419355,25.806451612903224,3.225806451612903,0.0,3.225806451612903,0.0,20.0,40.0,40.0,0.0,0.0,0.0,0.0,14.838709677419358
E0052,19.11764705882353,45.588235294117645,27.941176470588236,1.4705882352941175,2.941176470588235,2.941176470588235,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,32.05882352941176
E0053,17.647058823529413,64.70588235294117,14.705882352941178,0.0,2.941176470588235,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,32.35294117647059
E0054,3.0303030303030303,6.0606060606060606,6.0606060606060606,6.0606060606060606,3.0303030303030303,6.0606060606060606,69.6969696969697,0.0,0.0,25.0,25.0,0.0,0.0,50.0,37.87878787878788
E0055,4.411764705882353,16.176470588235293,50.0,23.52941176470588,1.4705882352941175,0.0,4.411764705882353,0.0,20.0,20.0,40.0,0.0,0.0,20.0,35.88235294117647
E0056,2.631578947368421,13.157894736842104,50.0,28.947368421052634,0.0,0.0,5.263157894736842,0.0,100.0,0.0,0.0,0.0,0.0,0.0,86.84210526315789
E0058,8.333333333333332,3.3333333333333335,1.6666666666666667,3.3333333333333335,0.0,1.6666666666666667,81.66666666666667,20.0,0.0,0.0,20.0,0.0,0.0,60.0,28.333333333333336
E0059,37.5,50.0,12.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0
E0060,2.564102564102564,2.564102564102564,23.076923076923077,51.28205128205128,15.384615384615385,5.128205128205128,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,25.641025641025642
